Uni	Char	STB	Attest	GB	Big5	Uni	Z
\u5E26	带	S	214	yes	no	yes	yes
\u5E27	帧	S	9	yes	no	yes	yes
\u5E28	帨	B	1	no	yes	yes	no
\u5E29	帩	U	0	no	yes	yes	no
\u5E2B	師	T	168	no	yes	yes	no
\u5E2C	帬	T	1	no	no	no	no
\u5E2D	席	B	76	yes	yes	yes	yes
\u5E2E	帮	S	45	yes	no	yes	yes
\u5E2F	帯	B	1	no	no	no	no
\u5E30	帰	B	1	no	no	no	no
\u5E31	帱	S	2	yes	no	yes	yes
\u5E33	帳	T	46	no	yes	yes	no
\u5E34	帴	U	0	no	yes	yes	no
\u5E36	帶	T	214	no	yes	yes	no
\u5E37	帷	B	6	yes	yes	yes	yes
\u5E38	常	B	149	yes	yes	yes	yes
\u5E39	帹	B	3	no	no	no	no
\u5E3A	帺	B	1	no	no	no	no
\u5E3B	帻	S	1	yes	no	yes	yes
\u5E3C	帼	S	3	yes	no	yes	yes
\u5E3D	帽	B	51	yes	yes	yes	yes
\u5E3E	帾	U	0	no	yes	yes	no
\u5E40	幀	T	9	no	yes	yes	no
\u5E41	幁	U	0	no	yes	yes	no
\u5E42	幂	S	5	yes	no	yes	yes
\u5E43	幃	T	2	no	yes	yes	no
\u5E44	幄	B	3	yes	yes	yes	yes
\u5E45	幅	B	26	yes	yes	yes	yes
\u5E47	幇	T	1	no	no	no	no
\u5E48	幈	B	1	no	no	yes	no
\u5E49	幉	U	0	no	no	yes	no
\u5E4A	幊	U	0	no	yes	yes	no
\u5E4B	幋	B	1	no	yes	yes	no
\u5E4C	幌	B	3	yes	yes	yes	yes
\u5E4D	幍	U	0	no	yes	yes	no
\u5E4E	幎	U	0	no	yes	yes	no
\u5E4F	幏	B	1	no	yes	yes	no
\u5E51	幑	T	1	no	no	no	no
\u5E53	幓	U	0	no	yes	yes	no
\u5E54	幔	B	7	yes	yes	yes	yes
\u5E55	幕	B	59	yes	yes	yes	yes
\u5E57	幗	T	3	no	yes	yes	no
\u5E58	幘	T	1	no	yes	yes	no
\u5E59	幙	T	1	no	yes	yes	no
\u5E5A	幚	T	1	no	no	no	no
\u5E5B	幛	B	3	yes	yes	yes	yes
\u5E5C	幜	U	0	no	yes	yes	no
\u5E5D	幝	U	0	no	yes	yes	no
\u5E5E	幞	B	1	yes	no	yes	yes
\u5E5F	幟	T	7	no	yes	yes	no
\u5E60	幠	B	1	no	yes	yes	no
\u5E61	幡	B	3	yes	yes	yes	yes
\u5E62	幢	B	5	yes	yes	yes	yes
\u5E63	幣	T	52	no	yes	yes	no
\u5E64	幤	U	0	no	no	yes	no
\u5E65	幥	U	0	no	no	yes	no
\u5E66	幦	B	1	no	yes	yes	no
\u5E67	幧	U	0	no	yes	yes	no
\u5E68	幨	B	1	no	yes	yes	no
\u5E69	幩	B	1	no	yes	yes	no
\u5E6A	幪	B	1	no	yes	yes	no
\u5E6B	幫	T	43	no	yes	yes	no
\u5E6C	幬	T	2	no	yes	yes	no
\u5E6D	幭	B	1	no	yes	yes	no
\u5E6E	幮	B	1	no	yes	yes	no
\u5E6F	幯	B	1	no	yes	yes	no
\u5E70	幰	B	1	no	yes	yes	no
\u5E71	幱	U	0	no	no	yes	no
\u5E72	干	B	236	yes	yes	yes	yes
\u5E73	平	B	522	yes	yes	yes	yes
\u5E74	年	B	341	yes	yes	yes	yes
\u5E75	幵	B	1	no	yes	yes	no
\u5E76	并	S	71	yes	yes	yes	yes
\u5E77	幷	B	1	no	no	yes	no
\u5E78	幸	B	39	yes	yes	yes	yes
\u5E79	幹	T	74	no	yes	yes	no
\u5E7A	幺	S	8	yes	no	yes	yes
\u5E7B	幻	B	32	yes	yes	yes	yes
\u5E7C	幼	B	38	yes	yes	yes	yes
\u5E7D	幽	B	31	yes	yes	yes	yes
\u5E7E	幾	T	111	no	yes	yes	no
\u5E7F	广	S	180	yes	no	yes	yes
\u5E80	庀	B	1	yes	yes	yes	yes
\u5E81	庁	B	1	no	no	yes	no
\u5E82	庂	U	0	no	yes	yes	no
\u5E83	広	B	1	no	no	yes	no
\u5E84	庄	B	63	yes	yes	yes	yes
\u5E85	庅	U	0	no	no	yes	no
\u5E86	庆	S	80	yes	no	yes	yes
\u5E87	庇	B	16	yes	yes	yes	yes
\u5E88	庈	B	1	no	yes	yes	no
\u5E89	庉	B	1	no	yes	yes	no
\u5E8A	床	B	72	yes	yes	yes	yes
\u5E8B	庋	B	1	yes	yes	yes	yes
\u5E8C	庌	U	0	no	yes	yes	no
\u5E8D	庍	U	0	no	yes	yes	no
\u5E8F	序	B	66	yes	yes	yes	yes
\u5E90	庐	S	18	yes	no	yes	yes
\u5E91	庑	S	5	yes	no	yes	yes
\u5E92	庒	U	0	no	no	yes	no
\u5E93	库	S	116	yes	no	yes	yes
\u5E94	应	S	255	yes	no	yes	yes
\u5E95	底	B	155	yes	yes	yes	yes
\u5E96	庖	B	5	yes	yes	yes	yes
\u5E97	店	B	102	yes	yes	yes	yes
\u5E99	庙	S	30	yes	no	yes	yes
\u5E9A	庚	B	13	yes	yes	yes	yes
\u5E9B	庛	U	0	no	yes	yes	no
\u5E9C	府	B	87	yes	yes	yes	yes
\u5E9E	庞	S	22	yes	no	yes	yes
\u5E9F	废	S	63	yes	no	yes	yes
\u5EA0	庠	B	1	yes	yes	yes	yes
\u5EA2	庢	U	0	no	yes	yes	no
\u5EA3	庣	U	0	no	yes	yes	no
\u5EA4	庤	B	1	no	yes	yes	no
\u5EA5	庥	B	1	yes	yes	yes	yes
\u5EA6	度	B	301	yes	yes	yes	yes
\u5EA7	座	B	184	yes	yes	yes	yes
\u5EA8	庨	U	0	no	yes	yes	no
\u5EAA	庪	U	0	no	yes	yes	no
\u5EAB	庫	T	116	no	yes	yes	no
\u5EAC	庬	B	1	no	yes	yes	no
\u5EAD	庭	B	65	yes	yes	yes	yes
\u5EAE	庮	U	0	no	yes	yes	no
\u5EB0	庰	U	0	no	yes	yes	no
\u5EB1	庱	B	1	no	yes	yes	no
\u5EB2	庲	U	0	no	yes	yes	no
\u5EB3	庳	B	1	yes	yes	yes	yes
\u5EB4	庴	B	1	no	yes	yes	no
\u5EB5	庵	B	9	yes	yes	yes	yes
\u5EB6	庶	B	9	yes	yes	yes	yes
\u5EB7	康	B	108	yes	yes	yes	yes
\u5EB8	庸	B	28	yes	yes	yes	yes
\u5EB9	庹	B	1	yes	yes	yes	yes
\u5EBB	庻	T	1	no	no	no	no
\u5EBC	庼	U	0	no	no	yes	no
\u5EBD	庽	T	1	no	no	yes	no
\u5EBE	庾	B	3	yes	yes	yes	yes
\u5EBF	庿	B	1	no	no	no	no
\u5EC0	廀	B	1	no	no	no	no
\u5EC1	廁	T	16	no	yes	yes	no
\u5EC2	廂	T	15	no	yes	yes	no
\u5EC3	廃	B	1	no	no	no	no
\u5EC4	廄	T	2	no	yes	yes	no
\u5EC5	廅	U	0	no	yes	yes	no
\u5EC6	廆	B	1	no	yes	yes	no
\u5EC7	廇	U	0	no	yes	yes	no
\u5EC8	廈	T	19	no	yes	yes	no
\u5EC9	廉	B	32	yes	yes	yes	yes
\u5ECA	廊	B	21	yes	yes	yes	yes
\u5ECB	廋	B	1	no	yes	yes	no
\u5ECC	廌	B	2	no	yes	yes	no
\u5ECD	廍	U	0	no	no	yes	no
\u5ECE	廎	B	1	no	yes	yes	no
\u5ECF	廏	B	1	no	no	no	no
\u5ED0	廐	T	1	no	no	yes	no
\u5ED1	廑	B	3	yes	yes	yes	yes
\u5ED2	廒	B	1	yes	yes	yes	yes
\u5ED3	廓	B	11	yes	yes	yes	yes
\u5ED4	廔	U	0	no	yes	yes	no
\u5ED5	廕	T	1	no	yes	yes	no
\u5ED6	廖	B	2	yes	yes	yes	yes
\u5ED7	廗	U	0	no	yes	yes	no
\u5ED8	廘	U	0	no	yes	yes	no
\u5ED9	廙	B	1	no	yes	yes	no
\u5EDA	廚	T	17	no	yes	yes	no
\u5EDB	廛	B	1	yes	yes	yes	yes
\u5EDC	廜	U	0	no	yes	yes	no
\u5EDD	廝	T	10	no	yes	yes	no
\u5EDE	廞	B	1	no	yes	yes	no
\u5EDF	廟	T	30	no	yes	yes	no
\u5EE0	廠	T	66	no	yes	yes	no
\u5EE1	廡	T	5	no	yes	yes	no
\u5EE2	廢	T	62	no	yes	yes	no
\u5EE3	廣	T	180	no	yes	yes	no
\u5EE4	廤	U	0	no	no	yes	no
\u5EE5	廥	B	2	no	yes	yes	no
\u5EE6	廦	U	0	no	yes	yes	no
\u5EE7	廧	B	1	no	yes	yes	no
\u5EE8	廨	B	1	yes	yes	yes	yes
\u5EE9	廩	T	1	no	yes	yes	no
\u5EEA	廪	S	1	yes	no	yes	yes
\u5EEC	廬	T	18	no	yes	yes	no
\u5EED	廭	U	0	no	no	yes	no
\u5EEE	廮	U	0	no	yes	yes	no
\u5EEF	廯	U	0	no	yes	yes	no
\u5EF1	廱	B	1	no	yes	yes	no
\u5EF2	廲	U	0	no	yes	yes	no
\u5EF3	廳	T	47	no	yes	yes	no
\u5EF4	廴	U	0	yes	no	yes	yes
\u5EF5	廵	T	1	no	no	no	no
\u5EF6	延	B	77	yes	yes	yes	yes
\u5EF7	廷	B	20	yes	yes	yes	yes
\u5EF8	廸	B	1	no	no	yes	no
\u5EF9	廹	T	1	no	no	yes	no
\u5EFA	建	B	127	yes	yes	yes	yes
\u5EFB	廻	B	1	no	no	yes	no
\u5EFC	廼	T	1	no	no	yes	no
\u5EFE	廾	B	1	yes	yes	yes	yes
\u5EFF	廿	B	3	yes	yes	yes	yes
\u5F00	开	S	483	yes	no	yes	yes
\u5F01	弁	B	1	yes	yes	yes	yes
\u5F02	异	S	169	yes	yes	yes	yes
\u5F03	弃	S	54	yes	no	yes	yes
\u5F04	弄	B	77	yes	yes	yes	yes
\u5F05	弅	U	0	no	yes	yes	no
\u5F06	弆	U	0	no	no	yes	no
\u5F07	弇	B	1	no	yes	yes	no
\u5F08	弈	B	5	yes	yes	yes	yes
\u5F09	弉	U	0	no	no	yes	no
\u5F0A	弊	B	23	yes	yes	yes	yes
\u5F0B	弋	B	7	yes	yes	yes	yes
\u5F0C	弌	B	1	no	no	yes	no
\u5F0D	弍	B	1	no	no	yes	no
\u5F0E	弎	B	1	no	no	yes	no
\u5F0F	式	B	259	yes	yes	yes	yes
\u5F10	弐	B	1	no	no	yes	no
\u5F11	弑	S	5	yes	no	yes	yes
\u5F12	弒	T	5	no	yes	yes	no
\u5F13	弓	B	36	yes	yes	yes	yes
\u5F14	弔	T	17	no	yes	yes	no
\u5F15	引	B	114	yes	yes	yes	yes
\u5F16	弖	U	0	no	no	yes	no
\u5F17	弗	B	61	yes	yes	yes	yes
\u5F18	弘	B	10	yes	yes	yes	yes
\u5F1A	弚	U	0	no	yes	yes	no
\u5F1B	弛	B	9	yes	yes	yes	yes
\u5F1D	弝	B	1	no	yes	yes	no
\u5F1F	弟	B	57	yes	yes	yes	yes
\u5F20	张	S	150	yes	no	yes	yes
\u5F22	弢	B	1	no	yes	yes	no
\u5F23	弣	B	1	no	yes	yes	no
\u5F24	弤	B	1	no	yes	yes	no
\u5F25	弥	S	41	yes	no	yes	yes
\u5F26	弦	B	63	yes	yes	yes	yes
\u5F27	弧	B	19	yes	yes	yes	yes
\u5F28	弨	B	1	no	yes	yes	no
\u5F29	弩	B	8	yes	yes	yes	yes
\u5F2A	弪	S	2	yes	no	yes	yes
\u5F2B	弫	B	1	no	no	no	no
\u5F2D	弭	B	2	yes	yes	yes	yes
\u5F2E	弮	B	2	no	yes	yes	no
\u5F2F	弯	S	41	yes	no	yes	yes
\u5F30	弰	B	1	no	yes	yes	no
\u5F31	弱	B	61	yes	yes	yes	yes
\u5F33	弳	T	2	no	yes	yes	no
\u5F35	張	T	150	no	yes	yes	no
\u5F36	弶	B	1	no	yes	yes	no
\u5F37	強	T	183	no	yes	yes	no
\u5F38	弸	B	1	no	yes	yes	no
\u5F39	弹	S	183	yes	no	yes	yes
\u5F3A	强	S	186	yes	no	yes	yes
\u5F3B	弻	U	0	no	no	yes	no
\u5F3C	弼	B	3	yes	yes	yes	yes
\u5F3E	弾	B	1	no	no	no	no
\u5F40	彀	B	2	yes	yes	yes	yes
\u5F41	彁	U	0	no	no	yes	no
\u5F43	彃	U	0	no	yes	yes	no
\u5F44	彄	B	1	no	yes	yes	no
\u5F45	彅	U	0	no	no	yes	no
\u5F46	彆	T	4	no	yes	yes	no
\u5F48	彈	T	183	no	yes	yes	no
\u5F49	彉	U	0	no	yes	yes	no
\u5F4A	彊	T	3	no	yes	yes	no
\u5F4B	彋	U	0	no	yes	yes	no
\u5F4C	彌	T	38	no	yes	yes	no
\u5F4D	彍	U	0	no	no	yes	no
\u5F4E	彎	T	41	no	yes	yes	no
\u5F4F	彏	U	0	no	yes	yes	no
\u5F50	彐	B	1	yes	no	yes	yes
\u5F51	彑	B	1	no	no	yes	yes
\u5F52	归	S	122	yes	no	yes	yes
\u5F53	当	S	248	yes	no	yes	yes
\u5F54	彔	B	1	no	yes	yes	no
\u5F55	录	S	99	yes	no	yes	yes
\u5F56	彖	B	2	yes	yes	yes	yes
\u5F57	彗	B	3	yes	yes	yes	yes
\u5F58	彘	B	2	yes	yes	yes	yes
\u5F59	彙	T	24	no	yes	yes	no
\u5F5A	彚	U	0	no	no	yes	no
\u5F5B	彛	B	1	no	no	yes	no
\u5F5C	彜	U	0	no	no	yes	no
\u5F5D	彝	S	32	yes	yes	yes	yes
\u5F5E	彞	T	32	no	no	yes	no
\u5F5F	彟	S	2	no	no	yes	no
\u5F60	彠	T	2	no	no	no	no
\u5F61	彡	U	0	yes	no	yes	yes
\u5F62	形	B	253	yes	yes	yes	yes
\u5F63	彣	U	0	no	no	yes	no
\u5F64	彤	B	5	yes	yes	yes	yes
\u5F65	彥	T	12	no	yes	yes	no
\u5F66	彦	S	12	yes	no	yes	yes
\u5F67	彧	B	2	no	yes	yes	no
\u5F68	彨	U	0	no	no	yes	no
\u5F69	彩	B	84	yes	yes	yes	yes
\u5F6A	彪	B	15	yes	yes	yes	yes
\u5F6B	彫	T	1	no	yes	yes	no
\u5F6C	彬	B	14	yes	yes	yes	yes
\u5F6D	彭	B	29	yes	yes	yes	yes
\u5F6F	彯	U	0	no	yes	yes	no
\u5F70	彰	B	18	yes	yes	yes	yes
\u5F71	影	B	171	yes	yes	yes	yes
\u5F72	彲	B	1	no	no	yes	no
\u5F73	彳	B	2	yes	yes	yes	yes
\u5F74	彴	B	1	no	yes	yes	no
\u5F75	彵	U	0	no	no	yes	no
\u5F76	彶	U	0	no	yes	yes	no
\u5F77	彷	B	6	yes	yes	yes	yes
\u5F78	彸	B	2	no	yes	yes	no
\u5F79	役	B	35	yes	yes	yes	yes
\u5F7A	彺	U	0	no	no	yes	no
\u5F7B	彻	S	29	yes	no	yes	yes
\u5F7C	彼	B	35	yes	yes	yes	yes
\u5F7D	彽	B	1	no	yes	yes	no
\u5F7E	彾	U	0	no	yes	yes	no
\u5F7F	彿	T	5	no	yes	yes	no
\u5F80	往	B	71	yes	yes	yes	yes
\u5F81	征	B	114	yes	yes	yes	yes
\u5F82	徂	B	1	yes	yes	yes	yes
\u5F83	徃	T	1	no	no	yes	no
\u5F84	径	S	79	yes	no	yes	yes
\u5F85	待	B	93	yes	yes	yes	yes
\u5F86	徆	U	0	no	yes	yes	no
\u5F87	徇	B	6	yes	yes	yes	yes
\u5F88	很	B	4	yes	yes	yes	yes
\u5F89	徉	B	3	yes	yes	yes	yes
\u5F8A	徊	B	2	yes	yes	yes	yes
\u5F8B	律	B	83	yes	yes	yes	yes
\u5F8C	後	T	321	yes	yes	yes	yes
\u5F8D	徍	U	0	no	no	yes	no
\u5F8E	徎	U	0	no	no	yes	no
\u5F8F	徏	U	0	no	no	yes	no
\u5F90	徐	B	39	yes	yes	yes	yes
\u5F91	徑	T	79	no	yes	yes	no
\u5F92	徒	B	74	yes	yes	yes	yes
\u5F93	従	B	1	no	no	yes	no
\u5F94	徔	U	0	no	no	yes	no
\u5F95	徕	S	2	yes	no	yes	yes
\u5F96	徖	U	0	no	yes	yes	no
\u5F97	得	B	345	yes	yes	yes	yes
\u5F98	徘	B	2	yes	yes	yes	yes
\u5F99	徙	B	4	yes	yes	yes	yes
\u5F9A	徚	U	0	no	no	yes	no
\u5F9B	徛	U	0	no	yes	yes	no
\u5F9C	徜	B	2	yes	yes	yes	yes
\u5F9D	徝	U	0	no	no	yes	no
\u5F9E	從	T	108	no	yes	yes	no
\u5F9F	徟	U	0	no	yes	yes	no
\u5FA0	徠	T	2	no	yes	yes	no
\u5FA1	御	B	30	yes	yes	yes	yes
\u5FA2	徢	U	0	no	no	yes	no
\u5FA3	徣	U	0	no	no	yes	no
\u5FA4	徤	U	0	no	no	yes	no
\u5FA5	徥	U	0	no	yes	yes	no
\u5FA6	徦	U	0	no	yes	yes	no
\u5FA7	徧	T	1	no	no	yes	no
\u5FA8	徨	B	2	yes	yes	yes	yes
\u5FA9	復	T	125	no	yes	yes	no
\u5FAA	循	B	31	yes	yes	yes	yes
\u5FAB	徫	U	0	no	yes	yes	no
\u5FAC	徬	B	1	no	yes	yes	no
\u5FAD	徭	B	1	yes	yes	yes	yes
\u5FAE	微	B	160	yes	yes	yes	yes
\u5FAF	徯	B	2	no	yes	yes	no
\u5FB0	徰	U	0	no	no	yes	no
\u5FB1	徱	U	0	no	no	yes	no
\u5FB2	徲	U	0	no	yes	yes	no
\u5FB3	徳	B	1	no	no	yes	no
\u5FB4	徴	B	1	no	no	yes	no
\u5FB5	徵	B	54	yes	yes	yes	yes
\u5FB6	徶	U	0	no	yes	yes	no
\u5FB7	德	B	516	yes	yes	yes	yes
\u5FB8	徸	U	0	no	no	yes	no
\u5FB9	徹	T	29	no	yes	yes	no
\u5FBA	徺	U	0	no	no	yes	no
\u5FBB	徻	B	1	no	yes	yes	no
\u5FBC	徼	B	4	yes	yes	yes	yes
\u5FBD	徽	B	29	yes	yes	yes	yes
\u5FBE	徾	U	0	no	yes	yes	no
\u5FBF	徿	U	0	no	yes	yes	no
\u5FC0	忀	B	1	no	yes	yes	no
\u5FC1	忁	U	0	no	yes	yes	no
\u5FC2	忂	B	1	no	no	yes	no
\u5FC3	心	B	796	yes	yes	yes	yes
\u5FC4	忄	U	0	yes	no	yes	yes
\u5FC5	必	B	82	yes	yes	yes	yes
\u5FC6	忆	S	22	yes	no	yes	yes
\u5FC9	忉	B	1	yes	yes	yes	yes
\u5FCC	忌	B	33	yes	yes	yes	yes
\u5FCD	忍	B	54	yes	yes	yes	yes
\u5FCF	忏	S	2	yes	yes	yes	yes
\u5FD0	忐	B	3	yes	yes	yes	yes
\u5FD1	忑	B	3	yes	yes	yes	yes
\u5FD2	忒	B	6	yes	yes	yes	yes
\u5FD4	忔	U	0	no	yes	yes	no
\u5FD5	忕	B	2	no	yes	yes	no
\u5FD6	忖	B	6	yes	yes	yes	yes
\u5FD7	志	B	121	yes	yes	yes	yes
\u5FD8	忘	B	58	yes	yes	yes	yes
\u5FD9	忙	B	35	yes	yes	yes	yes
\u5FDB	忛	B	1	no	no	yes	no
\u5FDC	応	B	1	no	no	no	no
\u5FDD	忝	B	1	yes	yes	yes	yes
\u5FDE	忞	B	4	no	yes	yes	no
\u5FDF	忟	U	0	no	no	yes	no
\u5FE0	忠	B	41	yes	yes	yes	yes
\u5FE1	忡	B	4	yes	yes	yes	yes
\u5FE2	忢	U	0	no	no	yes	no
\u5FE3	忣	U	0	no	yes	yes	no
\u5FE4	忤	B	4	yes	yes	yes	yes
\u5FE5	忥	U	0	no	yes	yes	no
\u5FE7	忧	S	45	yes	no	yes	yes
\u5FE8	忨	U	0	no	yes	yes	no
\u5FEA	忪	B	3	yes	yes	yes	yes
\u5FEB	快	B	118	yes	yes	yes	yes
\u5FEC	忬	B	2	no	no	no	no
\u5FED	忭	B	1	yes	yes	yes	yes
\u5FEE	忮	B	1	yes	yes	yes	yes
\u5FEF	忯	U	0	no	yes	yes	no
\u5FF1	忱	B	6	yes	yes	yes	yes
\u5FF2	忲	B	1	no	no	no	no
\u5FF3	忳	U	0	no	yes	yes	no
\u5FF4	忴	U	0	no	yes	yes	no
\u5FF5	念	B	100	yes	yes	yes	yes
\u5FF7	忷	U	0	no	yes	yes	no
\u5FF8	忸	B	5	yes	yes	yes	yes
\u5FFA	忺	U	0	no	yes	yes	no
\u5FFB	忻	B	7	yes	yes	yes	yes
\u5FFC	忼	U	0	no	no	yes	no
\u5FFD	忽	B	40	yes	yes	yes	yes
\u5FFE	忾	S	2	yes	no	yes	yes
\u5FFF	忿	B	11	yes	yes	yes	yes
\u6000	怀	S	92	yes	yes	yes	yes
\u6001	态	S	121	yes	no	yes	yes
\u6002	怂	S	2	yes	no	yes	yes
\u6003	怃	S	1	yes	no	yes	yes
\u6004	怄	S	2	yes	no	yes	yes
\u6005	怅	S	5	yes	no	yes	yes
\u6006	怆	S	4	yes	no	yes	yes
\u6009	怉	U	0	no	yes	yes	no
\u600A	怊	U	0	yes	yes	yes	yes
\u600B	怋	U	0	no	yes	yes	no
\u600C	怌	U	0	no	yes	yes	no
\u600D	怍	B	3	yes	yes	yes	yes
\u600E	怎	B	17	yes	yes	yes	yes
\u600F	怏	B	1	yes	yes	yes	yes
\u6010	怐	U	0	no	yes	yes	no
\u6011	怑	U	0	no	yes	yes	no
\u6012	怒	B	65	yes	yes	yes	yes
\u6013	怓	U	0	no	yes	yes	no
\u6014	怔	B	10	yes	yes	yes	yes
\u6015	怕	B	54	yes	yes	yes	yes
\u6016	怖	B	17	yes	yes	yes	yes
\u6017	怗	B	1	no	yes	yes	no
\u6019	怙	B	4	yes	yes	yes	yes
\u601A	怚	B	1	no	yes	yes	no
\u601B	怛	B	3	yes	yes	yes	yes
\u601C	怜	S	20	yes	yes	yes	yes
\u601D	思	B	169	yes	yes	yes	yes
\u601E	怞	B	1	no	yes	yes	no
\u6020	怠	B	11	yes	yes	yes	yes
\u6021	怡	B	15	yes	yes	yes	yes
\u6022	怢	U	0	no	yes	yes	no
\u6023	怣	U	0	no	no	yes	no
\u6024	怤	U	0	no	yes	yes	no
\u6025	急	B	127	yes	yes	yes	yes
\u6026	怦	B	7	yes	yes	yes	yes
\u6027	性	B	677	yes	yes	yes	yes
\u6028	怨	B	43	yes	yes	yes	yes
\u6029	怩	B	5	yes	yes	yes	yes
\u602A	怪	B	88	yes	yes	yes	yes
\u602B	怫	B	3	yes	yes	yes	yes
\u602C	怬	U	0	no	yes	yes	no
\u602D	怭	B	1	no	yes	yes	no
\u602E	怮	U	0	no	yes	yes	no
\u602F	怯	B	18	yes	yes	yes	yes
\u6031	怱	T	1	no	no	yes	no
\u6032	怲	B	1	no	yes	yes	no
\u6033	怳	T	1	no	yes	yes	no
\u6034	怴	U	0	no	yes	yes	no
\u6035	怵	B	8	yes	yes	yes	yes
\u6037	怷	U	0	no	yes	yes	no
\u6038	怸	B	1	no	no	no	no
\u6039	怹	B	1	no	yes	yes	no
\u603A	怺	U	0	no	no	yes	no
\u603B	总	S	153	yes	no	yes	yes
\u603C	怼	S	2	yes	no	yes	yes
\u603E	怾	U	0	no	no	yes	no
\u603F	怿	S	1	yes	no	yes	yes
\u6040	恀	U	0	no	yes	yes	no
\u6041	恁	B	4	yes	yes	yes	yes
\u6042	恂	B	1	yes	yes	yes	yes
\u6043	恃	B	10	yes	yes	yes	yes
\u6044	恄	U	0	no	yes	yes	no
\u6045	恅	U	0	no	yes	yes	no
\u6046	恆	T	42	no	yes	yes	no
\u6047	恇	B	1	no	yes	yes	no
\u6048	恈	U	0	no	no	yes	no
\u6049	恉	B	1	no	yes	yes	no
\u604A	恊	U	0	no	no	yes	no
\u604B	恋	S	58	yes	no	yes	yes
\u604C	恌	B	1	no	yes	yes	no
\u604D	恍	B	17	yes	yes	yes	yes
\u604F	恏	B	1	no	no	no	no
\u6050	恐	B	60	yes	yes	yes	yes
\u6051	恑	U	0	no	no	yes	no
\u6052	恒	B	45	yes	yes	yes	yes
\u6053	恓	B	2	no	yes	yes	no
\u6054	恔	B	1	no	yes	yes	no
\u6055	恕	B	6	yes	yes	yes	yes
\u6058	恘	B	1	no	yes	yes	no
\u6059	恙	B	7	yes	yes	yes	yes
\u605A	恚	B	1	yes	yes	yes	yes
\u605B	恛	B	1	no	yes	yes	no
\u605D	恝	B	1	yes	yes	yes	yes
\u605E	恞	B	1	no	yes	yes	no
\u605F	恟	B	1	no	yes	yes	no
\u6060	恠	T	1	no	no	no	no
\u6061	恡	T	1	no	no	no	no
\u6062	恢	B	21	yes	yes	yes	yes
\u6063	恣	B	9	yes	yes	yes	yes
\u6064	恤	B	20	yes	yes	yes	yes
\u6065	恥	T	27	no	yes	yes	no
\u6066	恦	U	0	no	yes	yes	no
\u6067	恧	B	1	yes	yes	yes	yes
\u6068	恨	B	50	yes	yes	yes	yes
\u6069	恩	B	112	yes	yes	yes	yes
\u606A	恪	B	6	yes	yes	yes	yes
\u606B	恫	B	2	yes	yes	yes	yes
\u606C	恬	B	23	yes	yes	yes	yes
\u606D	恭	B	31	yes	yes	yes	yes
\u606E	恮	U	0	no	yes	yes	no
\u606F	息	B	113	yes	yes	yes	yes
\u6070	恰	B	21	yes	yes	yes	yes
\u6072	恲	U	0	no	yes	yes	no
\u6073	恳	S	9	yes	no	yes	yes
\u6075	恵	B	2	no	no	yes	no
\u6076	恶	S	156	yes	no	yes	yes
\u6077	恷	U	0	no	no	yes	no
\u6078	恸	S	3	yes	no	yes	yes
\u6079	恹	S	5	yes	no	yes	yes
\u607A	恺	S	7	yes	no	yes	yes
\u607B	恻	S	7	yes	no	yes	yes
\u607C	恼	S	15	yes	no	yes	yes
\u607D	恽	S	1	yes	no	yes	yes
\u607E	恾	U	0	no	no	yes	no
\u607F	恿	B	4	yes	yes	yes	yes
\u6080	悀	B	1	no	yes	yes	no
\u6081	悁	B	2	no	yes	yes	no
\u6083	悃	B	1	yes	yes	yes	yes
\u6084	悄	B	14	yes	yes	yes	yes
\u6085	悅	T	24	no	yes	yes	no
\u6086	悆	B	1	no	yes	yes	no
\u6087	悇	U	0	no	yes	yes	no
\u6088	悈	U	0	no	yes	yes	no
\u6089	悉	B	19	yes	yes	yes	yes
\u608A	悊	B	1	no	yes	yes	no
\u608C	悌	B	7	yes	yes	yes	yes
\u608D	悍	B	15	yes	yes	yes	yes
\u608E	悎	U	0	no	yes	yes	no
\u6090	悐	B	1	no	yes	yes	no
\u6091	悑	B	1	no	no	no	no
\u6092	悒	B	2	yes	yes	yes	yes
\u6094	悔	B	36	yes	yes	yes	yes
\u6095	悕	U	0	no	yes	yes	no
\u6096	悖	B	11	yes	yes	yes	yes
\u6097	悗	U	0	no	yes	yes	no
\u609A	悚	B	7	yes	yes	yes	yes
\u609B	悛	B	2	yes	yes	yes	yes
\u609C	悜	B	1	no	yes	yes	no
\u609D	悝	B	3	yes	yes	yes	yes
\u609E	悞	T	1	no	no	yes	no
\u609F	悟	B	33	yes	yes	yes	yes
\u60A0	悠	B	28	yes	yes	yes	yes
\u60A2	悢	U	0	no	yes	yes	no
\u60A3	患	B	48	yes	yes	yes	yes
\u60A4	悤	T	1	no	no	yes	no
\u60A5	悥	U	0	no	no	yes	no
\u60A6	悦	S	24	yes	no	yes	yes
\u60A7	悧	B	2	no	no	yes	no
\u60A8	您	B	3	yes	yes	yes	yes
\u60A9	悩	B	1	no	no	no	no
\u60AA	悪	B	1	no	no	no	no
\u60AB	悫	S	1	yes	no	yes	yes
\u60AC	悬	S	47	yes	no	yes	yes
\u60AD	悭	S	4	yes	no	yes	yes
\u60AE	悮	S	1	no	no	no	no
\u60AF	悯	S	5	yes	no	yes	yes
\u60B0	悰	B	1	no	yes	yes	no
